,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
9748,9749,2,2,4,2,144,4,2,0,2,4316,0
7650,7651,3,1,6,4,201,4,1,0,8,5355,1
8599,8600,4,2,4,1,232,5,2,1,8,1943,0
7788,7789,3,1,6,1,188,5,1,1,4,4887,0
3456,3457,3,2,6,4,243,6,1,1,8,5218,0
3271,3272,4,1,5,4,263,2,2,0,5,4595,0
4940,4941,0,0,3,5,251,3,0,0,4,4156,1
6230,6231,0,2,6,5,282,4,2,0,4,1013,0
9813,9814,1,2,5,1,229,4,2,1,1,4584,1
8943,8944,1,2,4,5,148,2,1,1,2,4883,1
3926,3927,0,2,2,3,178,3,2,0,8,4451,1
9411,9412,1,2,5,5,236,5,1,0,7,1137,0
8080,8081,2,0,3,2,262,2,1,1,5,5747,1
78,79,3,2,3,4,223,3,1,1,18,3959,1
7088,7089,0,2,4,1,214,5,2,1,9,5801,0
2247,2248,1,2,3,2,206,2,1,1,3,2261,1
9095,9096,4,2,7,2,305,4,2,1,7,1813,0
10941,10942,1,1,5,1,218,5,2,1,8,1651,1
7451,7452,4,2,4,1,246,6,1,1,4,1489,0
2279,2280,4,2,6,1,224,3,2,1,64,2705,1
8123,8124,4,2,3,5,152,4,2,1,2,4809,0
3897,3898,1,2,4,4,207,3,1,1,9,4314,0
9423,9424,1,2,7,5,289,4,1,1,9,1904,0
7177,7178,4,2,4,1,254,5,1,0,7,1003,0
10410,10411,3,0,4,3,233,5,1,1,2,1079,0
3631,3632,4,2,3,4,172,3,1,0,4,4337,0
9501,9502,1,2,4,2,171,3,2,1,4,5859,0
6272,6273,0,2,6,5,279,4,1,1,7,1447,0
8616,8617,3,1,6,4,305,4,1,0,1,1384,0
392,393,0,1,4,4,178,4,2,0,13,1614,1
3191,3192,4,2,3,5,178,3,1,0,3,5540,0
16,17,2,0,3,4,143,2,2,0,6,1194,1
4200,4201,3,2,4,2,220,3,1,1,3,5020,0
2672,2673,0,2,4,1,251,4,2,0,33,2906,1
6164,6165,0,0,3,5,151,3,1,0,1,4088,0
3493,3494,4,2,3,1,166,3,2,1,9,4410,0
7394,7395,0,0,4,2,223,5,2,0,3,4480,0
4839,4840,1,2,4,3,155,3,1,0,1,4360,1
593,594,4,2,3,2,200,2,2,0,46,3174,1
10254,10255,3,1,3,5,217,3,2,1,3,5433,0
8737,8738,4,2,3,4,264,3,1,1,8,4575,1
5827,5828,4,2,4,2,246,4,2,1,7,5056,1
7961,7962,4,0,7,1,308,4,2,1,5,1705,0
5887,5888,4,0,3,2,227,2,2,1,10,4290,0
2355,2356,1,2,4,3,228,4,1,1,61,3583,1
6036,6037,3,0,6,3,262,5,1,1,9,1053,0
4798,4799,2,0,6,1,265,4,1,0,7,1644,1
9525,9526,1,2,3,5,251,3,1,1,1,5073,0
4592,4593,0,2,4,2,142,2,2,0,5,4062,0
8656,8657,2,2,7,5,265,4,1,0,1,1601,0
163,164,4,2,5,2,274,3,2,1,6,3375,1
10197,10198,1,2,5,5,245,5,1,1,5,1252,0
10387,10388,4,1,5,1,217,2,1,0,9,4345,0
10757,10758,4,2,5,4,274,5,1,1,6,1969,0
7380,7381,3,1,5,2,171,2,1,1,6,4236,0
10952,10953,0,1,5,1,260,5,1,0,3,1705,0
6356,6357,0,2,3,5,238,6,2,1,8,5620,0
5542,5543,2,2,3,4,142,2,2,0,7,5346,0
6007,6008,4,1,6,1,306,4,1,1,1,1210,0
7993,7994,4,2,4,2,254,7,1,0,6,5121,0
7638,7639,3,2,5,2,123,5,1,0,4,5284,0
6793,6794,4,2,3,1,214,2,0,0,10,4310,0
7758,7759,3,2,5,4,217,5,1,0,5,1360,1
4837,4838,4,2,3,3,189,2,1,0,9,4690,0
2293,2294,4,2,3,5,225,3,1,0,12,2721,1
6548,6549,0,2,5,4,231,5,1,1,10,1247,0
7898,7899,0,2,3,4,273,2,2,1,2,4219,1
4481,4482,4,2,5,2,149,2,2,0,8,5396,0
3716,3717,0,2,5,1,197,4,1,0,2,5594,1
6140,6141,0,1,3,2,234,3,1,0,10,4781,0
1549,1550,4,2,4,1,134,3,2,0,37,1818,1
2044,2045,2,1,3,5,109,5,1,1,27,1581,1
767,768,4,2,4,1,263,5,1,0,62,2292,1
5693,5694,4,2,3,3,145,3,1,0,10,5696,0
7870,7871,2,2,5,4,223,3,1,1,7,4671,1
7857,7858,1,2,2,2,287,4,2,1,10,5972,0
3302,3303,0,0,3,4,170,2,1,0,2,5664,0
4517,4518,4,0,5,4,219,4,1,0,8,4540,0
9995,9996,4,1,6,4,272,2,1,1,7,4145,0
3292,3293,2,0,2,4,139,4,0,1,3,5041,0
1403,1404,4,2,5,2,268,3,2,0,41,3716,1
1382,1383,0,0,6,2,225,6,1,1,44,2057,1
6928,6929,2,2,6,4,286,4,1,0,8,1690,1
5671,5672,4,2,4,2,246,3,1,0,1,5815,1
1638,1639,3,1,4,4,209,3,2,0,52,2740,1
10777,10778,4,2,5,5,263,5,2,0,1,1114,1
6907,6908,4,2,6,4,297,4,1,0,9,1249,1
8591,8592,4,2,4,4,144,8,2,1,6,4390,1
6406,6407,2,2,4,2,212,3,2,1,3,5427,1
1179,1180,1,2,5,4,186,10,1,0,24,3621,1
5448,5449,3,2,6,4,157,6,1,0,9,5354,1
5078,5079,0,0,4,3,181,3,2,1,10,4541,1
8648,8649,0,2,5,5,272,4,2,1,10,1383,1
5175,5176,1,2,5,3,222,2,1,0,2,5953,1
689,690,4,0,3,5,138,3,1,0,37,1266,1
9758,9759,0,2,4,2,202,3,2,1,7,5821,0
6525,6526,1,2,4,4,177,6,1,1,6,5451,1
10803,10804,1,1,5,2,250,5,1,0,9,1897,0
6488,6489,0,2,3,1,194,3,1,0,1,5566,0
7154,7155,0,2,5,4,223,5,1,1,2,1400,0
9270,9271,3,2,3,1,151,4,2,1,2,5016,0
6610,6611,2,2,6,4,283,4,2,1,1,1384,1
9436,9437,2,1,6,2,235,5,1,0,5,1051,1
4349,4350,4,2,5,4,237,3,0,1,9,5401,0
1884,1885,3,2,5,4,269,3,2,0,51,3415,1
9518,9519,0,2,3,3,154,4,0,0,2,4921,1
2494,2495,2,2,3,3,236,3,1,0,28,3652,1
5947,5948,4,2,4,1,269,2,2,0,8,4930,0
3036,3037,3,2,5,1,270,3,0,1,52,3908,1
5777,5778,4,2,6,5,304,4,1,1,8,1755,1
845,846,4,2,5,2,145,5,2,0,22,1818,1
8734,8735,2,2,3,2,186,2,2,1,3,5712,0
7967,7968,4,2,4,1,248,2,1,0,6,5621,0
9338,9339,0,2,5,1,151,3,2,1,2,4172,1
7340,7341,0,2,4,2,154,2,2,0,6,4705,1
9921,9922,1,2,4,1,258,5,1,1,8,1306,0
9124,9125,2,2,4,5,233,3,2,0,2,4501,0
7137,7138,1,0,5,4,238,8,1,1,3,4046,0
2964,2965,3,2,3,2,250,3,1,0,37,2736,1
2529,2530,1,2,2,1,255,3,1,1,19,1551,1
5772,5773,3,2,6,4,270,4,1,0,10,1199,1
1048,1049,2,2,5,2,162,3,0,1,57,1233,1
7045,7046,4,2,4,4,153,5,2,1,9,5818,0
1960,1961,2,2,3,3,207,3,1,0,62,3277,1
2530,2531,2,2,4,1,141,2,1,0,23,1689,1
8429,8430,4,2,3,2,199,4,2,0,1,5660,0
4917,4918,1,1,4,5,244,4,2,0,2,5365,1
5901,5902,1,0,3,5,271,3,1,0,9,5328,0
8286,8287,3,2,5,5,264,6,0,1,8,4644,1
4259,4260,4,0,2,5,168,2,1,0,1,4831,0
5656,5657,2,2,4,5,144,2,1,1,2,4978,0
6097,6098,4,2,3,5,160,3,1,0,8,4106,0
5907,5908,1,0,4,3,96,4,2,1,1,4984,1
7373,7374,4,1,5,4,264,3,0,1,9,5841,1
2978,2979,0,2,4,5,202,3,1,0,38,2651,1
9767,9768,4,2,5,5,124,3,1,1,10,4331,0
10240,10241,2,2,5,1,189,4,1,0,10,4166,1
6721,6722,4,0,4,2,180,4,2,1,9,4329,0
7842,7843,3,2,4,3,227,3,2,1,10,5782,1
8264,8265,0,2,7,1,281,4,1,0,9,1235,0
9663,9664,1,2,5,2,172,2,1,0,2,1680,0
3138,3139,3,1,4,5,225,4,2,1,5,4622,0
8325,8326,1,2,6,4,278,4,1,1,3,1141,1
10922,10923,0,2,4,4,216,6,1,1,10,1255,0
1826,1827,0,2,4,5,188,3,1,0,6,3361,1
5548,5549,2,2,3,4,212,3,2,0,3,4811,0
8785,8786,4,2,3,1,151,3,1,0,7,4072,0
560,561,0,0,3,1,185,2,2,0,34,3299,1
9707,9708,4,1,5,2,249,6,1,1,8,1170,1
8435,8436,4,2,3,3,234,3,1,0,6,5652,0
5435,5436,4,2,4,5,266,3,2,0,4,5928,1
4437,4438,1,2,3,4,176,2,1,0,10,4920,0
8597,8598,4,2,5,1,226,5,2,1,3,1409,0
1442,1443,0,2,3,4,155,4,1,1,54,1885,1
8453,8454,4,2,5,3,242,3,2,0,6,5013,1
4406,4407,0,2,3,3,269,3,2,1,5,4197,1
10494,10495,3,2,3,4,148,3,2,1,7,4531,0
1689,1690,1,2,2,4,137,3,0,0,41,1176,1
10854,10855,3,2,5,5,204,5,2,0,10,4251,0
10607,10608,4,2,4,3,245,4,2,0,5,4660,0
5962,5963,2,2,5,2,259,5,1,1,8,1678,0
2496,2497,3,2,4,3,261,3,1,1,42,2664,1
9027,9028,1,1,3,4,156,3,1,1,4,4628,0
340,341,2,2,2,5,255,5,2,0,53,3775,1
2408,2409,0,2,2,4,136,6,2,1,58,1479,1
9199,9200,4,2,4,1,240,4,1,1,10,5965,1
5782,5783,2,2,6,1,251,4,1,1,2,1679,0
4576,4577,2,2,4,2,196,2,1,1,4,5852,0
3725,3726,4,2,5,1,206,5,2,1,2,5766,0
2785,2786,4,2,5,3,149,7,2,0,51,1425,1
1012,1013,2,2,3,3,205,2,2,0,54,2427,1
5280,5281,3,2,6,5,261,4,1,0,3,1217,1
4895,4896,4,2,3,3,162,2,1,0,9,4903,0
7121,7122,4,0,4,5,98,4,1,1,5,5188,0
6549,6550,1,1,5,1,249,5,2,0,1,1654,1
4037,4038,4,2,5,5,243,6,2,0,9,4587,0
148,149,2,0,3,3,135,3,1,1,56,1490,1
285,286,1,0,2,4,181,4,2,1,13,2309,1
10625,10626,4,2,3,2,228,2,2,1,2,5640,0
8555,8556,4,2,7,4,287,4,1,1,9,1667,1
9256,9257,2,2,5,3,273,4,2,1,1,5119,0
6770,6771,0,2,3,2,137,3,1,0,4,5617,0
4443,4444,1,2,3,2,256,2,2,0,9,4228,1
7446,7447,3,2,5,2,174,3,2,0,10,4902,1
236,237,0,2,2,3,130,3,1,0,48,1801,1
10554,10555,3,0,4,3,248,3,2,0,5,4667,0
7123,7124,4,0,4,1,168,2,2,0,8,5276,1
9197,9198,4,2,5,3,255,6,2,0,1,5874,0
3083,3084,4,2,4,2,169,2,1,1,22,1322,1
632,633,0,2,4,3,171,4,1,0,55,1539,1
6813,6814,1,2,6,3,308,5,2,0,4,1118,0
2493,2494,1,2,4,5,151,3,0,0,31,1365,1
2665,2666,4,2,4,1,178,3,2,1,9,1006,1
10431,10432,1,2,4,2,156,3,2,1,5,4946,1
9271,9272,4,2,4,1,202,3,1,1,10,4454,0
9324,9325,3,0,6,1,191,5,1,1,8,5156,1
4211,4212,4,2,4,3,144,2,1,0,5,4882,0
3874,3875,2,2,2,5,176,3,1,0,4,5463,0
2817,2818,1,2,5,2,157,3,1,1,1,1798,1
9100,9101,2,2,5,1,240,5,1,1,2,1400,1
10797,10798,1,1,4,2,251,6,1,0,3,1297,0
9893,9894,4,2,5,5,211,3,2,0,7,5983,1
7426,7427,2,2,2,3,130,4,2,1,10,4363,0
9475,9476,4,2,3,1,270,2,2,1,6,4966,0
9327,9328,1,0,4,3,261,6,1,0,6,5068,0
10130,10131,0,1,5,1,151,3,2,0,1,4981,0
1735,1736,4,2,3,2,188,3,1,0,33,3335,1
7397,7398,4,0,4,2,246,6,1,1,5,1622,0
4255,4256,4,0,4,3,235,3,2,0,6,4832,1
9121,9122,4,2,5,3,210,7,2,0,4,4362,0
2475,2476,1,0,5,3,265,3,2,1,30,2293,1
10982,10983,0,2,5,1,275,5,1,1,7,1623,1
3713,3714,4,0,3,1,192,2,1,1,6,4056,0
9891,9892,1,2,4,4,272,2,1,1,1,4013,1
1804,1805,2,2,4,1,140,2,1,1,60,1950,1
707,708,4,2,3,3,241,3,1,1,5,2713,1
10121,10122,4,1,3,3,274,4,2,0,7,4828,0
5189,5190,4,1,5,1,171,5,2,0,8,4699,0
5472,5473,3,1,4,1,241,3,1,1,4,4493,1
72,73,3,2,5,5,232,3,2,0,33,2998,1
7843,7844,4,2,3,5,171,2,2,1,1,4783,1
5101,5102,4,2,4,3,272,3,1,0,4,5654,0
6764,6765,0,2,6,4,172,6,2,0,10,5554,1
1125,1126,1,2,6,4,283,5,2,0,35,2686,1
1241,1242,4,0,4,5,227,4,1,0,20,2217,1
9085,9086,4,2,5,5,140,8,2,1,2,4793,1
2349,2350,1,2,4,1,224,3,2,0,36,3499,1
6602,6603,0,2,5,5,246,5,2,1,6,1053,0
6780,6781,3,2,5,5,246,3,2,0,9,4107,0
4358,4359,0,1,3,1,201,4,2,0,9,5721,1
1343,1344,4,1,4,5,218,3,1,1,25,2682,1
10987,10988,4,2,5,3,242,5,1,0,10,1846,1
9565,9566,4,1,4,4,153,2,1,0,8,4248,0
10542,10543,3,1,3,4,158,2,1,1,8,4086,0
8632,8633,2,0,7,1,255,4,2,0,3,1450,0
6652,6653,2,2,3,4,235,2,1,0,10,4575,0
1100,1101,0,0,5,2,260,2,2,1,23,3962,1
8841,8842,1,2,7,1,269,4,2,1,4,1118,1
7327,7328,4,2,3,3,165,2,1,1,8,5813,0
7622,7623,0,2,3,5,266,2,0,0,3,5195,0
987,988,1,2,3,3,202,2,2,1,39,3857,1
2852,2853,0,1,4,4,153,3,1,0,27,1613,1
8853,8854,1,2,4,2,265,4,2,0,10,4575,1
630,631,3,2,3,1,155,3,2,0,27,1022,1
1249,1250,4,0,4,1,247,3,1,0,9,2414,1
3179,3180,4,2,3,2,153,10,0,0,7,5305,0
482,483,0,2,3,3,220,7,1,1,25,2141,1
3040,3041,2,2,3,2,149,3,2,0,64,1920,1
5010,5011,3,2,4,3,196,3,1,0,10,4194,1
9619,9620,4,2,6,5,117,7,2,1,6,5529,1
7000,7001,2,0,5,5,235,5,1,0,4,5908,1
3273,3274,1,1,3,5,195,2,1,0,4,4864,0
7227,7228,1,2,5,5,149,3,2,1,9,5979,0
3683,3684,4,1,4,1,260,4,1,1,10,4072,1
6674,6675,0,2,3,3,253,3,2,1,5,4754,1
6807,6808,1,2,3,3,151,6,1,0,6,4279,0
10715,10716,4,2,5,2,254,5,2,0,4,1926,0
1316,1317,0,2,3,2,181,3,1,0,29,2164,1
3225,3226,1,2,4,4,151,2,1,1,3,4105,1
1072,1073,2,1,4,4,198,2,1,0,5,2270,1
4815,4816,1,2,7,2,248,4,2,0,1,1163,1
9306,9307,3,1,4,1,264,4,1,0,6,4863,0
5752,5753,2,0,4,4,236,3,1,1,10,4347,1
10070,10071,0,2,3,1,160,2,2,1,5,4435,1
4616,4617,0,2,4,3,256,3,0,0,1,4323,0
3097,3098,4,2,4,4,168,3,2,1,53,1782,1
6869,6870,4,2,4,2,273,5,1,0,4,1223,1
1300,1301,2,2,4,2,235,3,1,0,21,3088,1
7285,7286,4,2,3,4,199,3,2,0,3,4067,0
6284,6285,0,1,5,2,249,5,2,1,6,1298,0
5495,5496,4,0,2,2,225,7,0,1,9,4947,1
5291,5292,4,2,5,4,151,2,1,0,10,5643,1
1798,1799,2,2,5,1,191,3,1,1,56,3538,1
5203,5204,4,0,3,4,243,3,2,0,8,4959,0
8227,8228,4,0,3,4,224,3,1,0,10,4806,1
5047,5048,4,1,4,4,266,3,1,1,4,5905,0
6441,6442,1,0,4,1,224,3,1,1,9,5546,1
8636,8637,0,0,7,2,253,4,1,1,1,1294,1
8105,8106,4,2,4,2,237,2,1,0,1,5261,0
2359,2360,4,2,4,1,181,3,2,1,38,3258,1
10328,10329,0,2,4,4,134,5,2,1,2,5865,1
3654,3655,3,2,5,3,169,3,1,0,9,4289,1
7052,7053,0,2,4,5,240,3,1,0,9,5794,1
1286,1287,0,2,2,2,192,2,1,0,8,3127,1
10049,10050,4,2,4,2,239,4,2,1,8,4039,0
4445,4446,4,2,2,4,107,4,0,0,4,4451,1
2137,2138,4,2,5,3,239,4,1,1,3,3734,1
6787,6788,4,2,4,4,247,3,0,0,2,5324,1
10729,10730,4,2,5,4,232,5,2,1,5,1861,0
9369,9370,1,2,5,3,159,3,1,1,7,5462,1
9878,9879,0,0,4,2,258,5,2,1,2,1494,0
6894,6895,3,2,6,5,308,4,1,1,2,1125,1
9438,9439,3,1,6,4,205,4,1,0,10,1974,1
8564,8565,0,2,3,2,193,2,1,1,3,4799,1
7151,7152,4,2,6,5,283,4,1,1,3,1374,1
963,964,1,0,4,5,158,5,2,0,55,1936,1
6012,6013,3,1,6,4,244,4,2,1,7,1795,0
4882,4883,2,2,4,3,181,4,1,0,8,5106,0
140,141,0,0,4,4,264,3,0,1,59,2020,1
9948,9949,3,2,5,5,217,6,2,1,5,1616,0
8906,8907,0,0,4,5,295,3,1,0,2,1693,0
6936,6937,3,2,4,4,191,2,1,1,1,4318,1
6542,6543,0,2,7,5,296,4,1,0,2,1823,1
5243,5244,4,2,5,5,134,3,0,0,5,5783,1
4431,4432,1,2,4,2,257,3,2,1,8,5045,1
406,407,2,0,4,1,180,2,1,1,23,1193,1
8212,8213,2,1,3,4,186,4,1,0,6,5540,0
9218,9219,0,2,3,3,224,4,2,1,10,4147,0
9505,9506,4,2,5,3,171,3,1,0,7,4946,0
9135,9136,1,2,6,5,253,4,2,1,8,1899,1
8234,8235,0,0,6,3,229,8,2,1,6,4600,0
4399,4400,4,0,4,4,165,6,1,0,5,4640,1
5252,5253,0,2,6,5,293,5,1,0,1,1278,0
11,12,4,0,4,5,232,3,2,0,32,3253,1
4760,4761,0,2,6,5,290,4,2,1,2,1867,1
1177,1178,4,2,3,2,224,2,1,0,49,3749,1
2863,2864,4,1,5,4,239,2,1,1,35,2107,1
6471,6472,1,2,4,4,266,3,1,1,3,5531,1
6228,6229,3,2,6,2,269,4,1,1,6,1073,0
2989,2990,4,1,5,1,206,4,1,1,62,1137,1
7117,7118,4,1,6,5,247,6,2,1,3,4832,0
7010,7011,0,2,3,3,249,3,1,1,10,5184,0
9424,9425,2,2,7,5,256,4,2,1,4,1139,1
8927,8928,4,2,5,3,163,3,2,1,1,1836,0
1440,1441,3,2,3,2,273,3,1,1,41,3464,1
10724,10725,0,2,4,2,249,5,1,1,2,1195,0
2875,2876,4,0,5,3,202,6,1,0,34,2936,1
9108,9109,3,2,4,5,184,2,2,0,2,4429,0
10017,10018,1,0,5,4,235,3,2,0,8,4636,0
9688,9689,2,2,6,3,267,4,2,1,1,1942,1
7232,7233,0,2,5,2,174,4,2,1,8,5627,1
3726,3727,3,2,3,5,241,3,1,1,2,4976,1
2772,2773,3,2,2,3,159,3,2,0,39,1477,1
454,455,2,2,4,5,133,3,1,0,53,1467,1
9013,9014,4,2,3,5,162,3,2,0,1,4432,0
8189,8190,4,2,3,1,259,2,1,0,3,4380,0
1367,1368,4,0,5,3,165,2,2,1,51,1429,1
3712,3713,2,0,5,5,105,5,1,0,10,5418,1
10837,10838,4,0,3,4,212,2,1,1,7,4742,0
1388,1389,0,2,5,1,230,3,1,0,43,2994,1
9042,9043,3,0,3,5,238,2,1,0,8,5769,0
1000,1001,2,2,4,3,191,4,1,0,15,2544,1
7761,7762,1,2,4,1,241,5,1,0,4,1145,0
3553,3554,4,1,3,5,271,2,1,0,3,4878,0
4114,4115,2,0,2,1,156,3,2,1,3,5937,0
1667,1668,4,2,4,5,267,4,1,1,20,3132,1
3173,3174,4,2,4,2,272,3,0,1,7,5927,0
10345,10346,4,2,3,2,224,3,2,1,2,4015,0
488,489,0,2,7,5,192,3,1,1,46,1550,1
3230,3231,0,2,5,2,215,6,2,0,5,5195,1
3828,3829,3,1,4,2,164,2,1,0,7,1116,0
9531,9532,1,2,2,1,208,2,1,1,10,4671,1
5208,5209,3,0,4,1,184,3,1,0,8,4667,0
7848,7849,3,2,3,5,211,3,2,1,5,4058,1
5704,5705,2,2,3,1,245,2,1,0,8,4594,1
10612,10613,2,2,5,2,252,3,1,1,6,4013,1
8133,8134,1,2,5,5,212,5,1,0,6,4463,0
703,704,4,2,4,2,259,3,1,0,47,3764,1
5105,5106,4,2,4,3,149,6,2,1,5,5456,1
9800,9801,0,2,5,5,135,4,1,1,8,5029,0
3291,3292,1,0,5,1,270,2,0,1,10,5360,0
8125,8126,4,2,3,1,102,4,2,0,4,5936,1
10603,10604,4,2,6,4,230,4,1,1,3,4736,1
9936,9937,3,2,4,5,251,6,1,0,1,1625,0
4909,4910,4,1,3,1,257,2,1,1,6,4897,1
4440,4441,3,2,3,2,153,3,2,0,3,5251,0
986,987,0,2,5,4,257,2,1,1,55,2257,1
10169,10170,4,2,5,5,151,3,2,1,2,5506,0
9979,9980,4,1,3,2,257,2,2,1,8,4242,1
7705,7706,4,2,6,4,284,4,1,0,9,1845,1
6257,6258,4,2,6,2,292,4,1,0,2,1565,0
6089,6090,4,2,4,1,132,6,0,1,8,4902,1
5238,5239,3,2,4,1,139,3,1,0,1,5502,1
1198,1199,2,2,4,2,158,4,1,0,13,1785,1
9987,9988,1,1,3,5,244,5,2,0,10,4163,0
7519,7520,4,1,4,4,155,3,1,0,2,4094,1
6812,6813,0,2,6,3,289,4,0,0,5,1708,0
9206,9207,0,2,3,2,226,2,1,1,10,4254,0
8320,8321,2,2,6,5,299,4,1,0,1,1629,1
7175,7176,4,2,4,4,242,6,1,0,9,1192,1
4470,4471,3,2,6,5,213,4,2,0,3,5549,0
891,892,1,2,3,4,255,4,1,0,12,2266,1
1969,1970,4,2,3,5,163,2,1,0,49,1034,1
5757,5758,1,0,4,2,233,4,1,1,7,1861,0
6527,6528,4,2,5,3,222,3,2,0,10,4597,0
6294,6295,3,1,7,5,250,4,1,0,2,1296,0
7595,7596,4,2,5,2,269,2,2,0,9,5672,0
9110,9111,0,2,3,1,153,2,1,1,6,4996,0
3249,3250,1,2,5,2,265,2,2,0,7,5464,1
6570,6571,3,1,4,2,255,5,1,1,1,1353,1
6638,6639,0,2,3,2,199,2,2,1,10,4659,0
7351,7352,4,2,3,2,154,3,1,0,6,5540,1
10100,10101,0,2,3,2,239,3,1,1,4,5628,1
7473,7474,1,2,5,4,242,5,2,1,1,1824,1
10137,10138,1,0,6,5,277,4,2,0,5,1845,1
9557,9558,4,2,4,5,184,3,1,1,5,4039,1
1239,1240,1,0,4,5,157,3,2,1,28,1557,1
2289,2290,1,2,3,1,238,2,2,0,50,3438,1
2740,2741,2,0,3,1,121,5,1,0,60,1577,1
8467,8468,4,1,4,4,266,3,1,0,6,5758,1
4585,4586,4,2,3,4,228,3,2,0,8,5419,0
9227,9228,4,2,3,1,132,3,2,0,5,5978,0
1229,1230,4,0,3,2,119,2,1,1,32,1791,1
9200,9201,0,2,4,2,215,2,0,0,10,4061,1
6980,6981,0,1,4,1,205,5,1,1,10,4944,0
5178,5179,3,2,3,5,254,3,2,1,3,4072,0
4293,4294,1,2,4,2,258,3,0,1,10,4643,1
1058,1059,0,2,4,3,260,4,2,1,40,3668,1
6262,6263,2,2,5,2,227,5,1,0,3,1242,1
281,282,4,0,5,4,147,3,2,1,23,1132,1
9235,9236,4,2,4,2,243,3,1,1,3,5703,0
968,969,0,0,2,5,272,2,1,1,24,3638,1
3953,3954,4,1,6,4,253,2,1,0,9,5972,0
1939,1940,4,2,3,1,215,2,1,0,47,3678,1
9312,9313,3,0,5,2,259,2,2,1,7,4764,0
1274,1275,0,2,4,2,255,4,1,0,62,3198,1
619,620,4,2,3,5,224,2,1,1,13,3891,1
10128,10129,3,1,5,2,130,4,0,1,4,4371,0
1742,1743,0,2,4,4,192,3,1,0,25,2443,1
1390,1391,2,2,4,5,186,3,1,0,16,2693,1
2203,2204,4,0,3,3,154,4,2,0,62,1616,1
3568,3569,2,0,4,4,271,3,1,1,3,4152,0
6116,6117,0,2,5,3,220,3,1,0,9,5324,0
10967,10968,4,0,5,4,221,6,2,1,5,1944,0
6052,6053,2,2,7,2,302,5,2,1,5,1614,0
3178,3179,2,2,4,3,237,6,1,1,8,5588,0
3192,3193,3,2,4,5,273,3,2,1,2,4374,0
6099,6100,1,2,3,4,215,3,0,0,5,4670,1
7029,7030,1,2,5,1,159,2,2,0,5,4382,0
575,576,4,2,4,2,179,4,1,1,1,1063,1
6656,6657,0,2,4,2,185,3,2,1,1,5338,0
7115,7116,4,1,3,1,199,3,2,0,7,4377,1
9703,9704,4,1,7,3,274,5,1,0,9,1764,0
6276,6277,3,1,6,5,283,4,1,1,2,1136,1
9897,9898,1,2,3,5,220,3,1,0,5,4407,0
5897,5898,4,0,5,4,151,5,1,0,1,4122,0
5724,5725,3,2,5,5,287,4,1,1,4,1509,1
269,270,4,0,4,5,208,3,2,1,23,2056,1
629,630,4,2,4,5,245,2,1,0,19,2616,1
3081,3082,1,2,4,3,134,2,2,0,29,1010,1
3466,3467,2,2,4,3,143,3,2,0,3,5062,1
6430,6431,2,1,3,3,150,4,2,0,1,4662,0
10252,10253,2,1,4,1,239,3,2,0,9,4930,1
7062,7063,3,2,3,2,160,4,1,0,9,5112,1
10704,10705,3,2,5,1,257,5,2,1,1,1619,0
5543,5544,4,2,5,3,193,5,2,1,3,5888,0
4356,4357,3,2,4,3,144,3,1,1,1,5881,0
2113,2114,4,2,6,4,164,5,1,1,20,1555,1
8219,8220,4,0,4,5,173,3,2,0,8,4040,1
3216,3217,3,2,3,4,154,2,2,1,5,5735,1
3814,3815,2,1,3,4,231,2,0,0,6,4452,0
8321,8322,4,2,6,4,253,4,2,1,10,1248,0
9459,9460,1,0,5,5,286,4,0,0,10,1071,1
2278,2279,2,2,3,1,268,3,1,0,47,2479,1
4599,4600,1,2,5,3,223,2,2,0,9,5735,0
13,14,4,0,4,4,275,3,0,1,29,2602,1
10158,10159,3,2,3,3,257,3,1,1,5,4937,1
1525,1526,4,2,3,2,141,3,2,0,41,1801,1
2365,2366,4,2,3,3,178,2,2,1,4,1778,1
4648,4649,2,1,3,1,108,6,2,0,7,4024,0
374,375,0,2,5,1,227,3,1,0,19,3007,1
9380,9381,0,2,5,2,194,4,1,1,8,5650,1
6477,6478,1,2,3,3,261,8,2,1,3,4007,1
525,526,1,1,3,3,249,3,2,1,51,2173,1
9131,9132,4,2,6,3,256,4,1,0,9,1212,1
6895,6896,4,2,5,5,237,5,0,0,2,1593,1
3591,3592,1,2,2,3,134,10,0,0,1,5632,0
7904,7905,0,2,4,4,224,2,1,0,8,5754,1
2958,2959,3,2,4,2,220,3,0,0,39,2459,1
529,530,4,1,6,1,243,4,0,0,22,3537,1
3714,3715,3,0,3,4,154,3,1,0,2,4990,1
4732,4733,2,2,5,5,250,2,2,1,10,5475,1
1394,1395,0,2,6,2,294,4,1,1,57,1265,1
5631,5632,1,0,6,2,256,3,2,1,1,4435,1
6563,6564,4,1,5,1,303,5,2,0,4,1009,0
4703,4704,4,2,3,4,232,2,1,1,10,5678,0
1712,1713,0,2,3,4,242,5,1,1,5,2307,1
10733,10734,4,2,5,1,251,6,1,0,5,1827,0
955,956,4,0,4,5,209,8,2,0,59,2948,1
6675,6676,1,2,3,3,150,3,1,1,5,5328,0
3453,3454,1,2,4,3,192,3,1,1,1,4045,1
8595,8596,1,2,2,1,212,2,0,0,8,4128,0
