,GpsProvider,Market/Regular ,vehicle_no,Origin_Location,Destination_Location,Planned_ETA,ontime,OriginLocation_Code,DestinationLocation_Code,trip_start_date,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,customerID,supplierID,Material Shipped,Org_lat,Org_lon,Des_lat,Des_lon
3045,11,0,1221,106,334,285,0.0,21,380,257,1199.0,29,2,125,832,12.425747,79.880083,18.750621,73.87719
4644,3,0,128,61,325,109,0.0,135,188,99,35.0,34,15,76,833,19.031831,73.105454,18.998875,72.854548
5143,3,0,650,135,272,149,0.0,156,213,134,25.0,34,15,99,917,10.082622,76.349257,9.960616772167535,76.28550773846042
3878,3,0,1538,130,164,200,0.0,113,217,182,51.0,34,15,26,173,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
5202,3,0,802,65,182,149,0.0,151,364,134,70.0,34,15,77,578,17.46628393767336,78.21574685358303,17.580422,78.207737
3286,3,0,120,116,94,240,0.0,129,249,216,30.0,36,15,41,77,22.232742,84.885455,22.223080894364767,84.66622116237794
3261,3,0,1486,130,164,222,0.0,113,217,200,51.0,36,15,26,146,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
3296,3,0,208,23,273,229,0.0,114,292,206,115.0,34,15,92,671,22.917969,72.413979,22.445263,73.146762
2685,5,0,341,56,174,312,0.0,29,87,281,1000.0,29,7,116,77,28.373519,76.835337,22.961777,72.094219
2943,3,0,1381,65,368,293,1.0,127,281,266,65.0,34,15,218,77,16.560192249175344,80.79229309159955,17.556417,78.099421
5272,3,0,653,135,272,136,0.0,156,213,123,25.0,34,15,99,246,10.082622,76.349257,9.960616772167535,76.28550773846042
4117,3,0,584,82,1,192,0.0,127,279,175,26.9,34,15,27,527,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
3393,3,0,1471,130,124,233,0.0,113,210,210,61.3,34,15,26,77,23.52526791608896,87.26442434857088,22.86817917823971,88.71562820449084
1359,3,0,713,125,339,305,0.0,102,14,275,1330.0,32,7,134,278,18.750621,73.87719,12.786517,79.975221
4900,10,0,539,111,178,157,0.0,112,307,142,37.2,34,15,27,271,13.007503209603689,77.66509885593489,12.874545,77.430036
4122,3,0,789,61,376,187,0.0,127,166,170,25.0,34,15,73,77,16.560192249175344,80.79229309159955,18.874262,72.957868
5156,3,0,1190,73,269,138,0.0,127,231,125,17.1,34,15,60,764,16.560192249175344,80.79229309159955,13.10158,80.257223
2945,22,0,1283,125,280,288,0.0,0,5,260,1290.0,29,5,164,77,18.750621,73.87719,12.930429,79.931163
1510,22,0,1278,125,280,341,0.0,102,16,310,1290.0,29,5,164,77,18.750621,73.87719,12.930429,79.931163
5188,3,0,129,61,376,91,0.0,127,166,83,25.0,34,15,76,55,16.560192249175344,80.79229309159955,18.874262,72.957868
1505,5,0,343,64,142,341,0.0,35,53,310,900.0,32,7,115,77,22.961777,72.094219,28.373519,76.835337
5260,3,0,802,65,182,137,0.0,127,139,123,70.0,34,15,77,545,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2843,3,0,1095,117,94,309,1.0,120,346,271,30.0,36,15,41,42,22.231627645808018,84.86986841751269,22.258833,84.679293
4266,3,0,148,124,81,159,0.0,114,129,144,80.0,34,15,92,77,23.18918,72.552278,23.707225,72.342213
769,3,0,882,40,164,353,1.0,113,217,323,222.0,34,15,36,873,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
2646,5,0,364,128,174,314,0.0,12,88,283,1900.0,32,7,116,77,12.786517,79.975221,22.961777,72.094219
3947,3,0,1091,117,94,105,0.0,120,249,95,30.0,36,15,45,994,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
1744,3,0,284,56,339,302,0.0,29,13,272,2425.0,30,7,159,298,28.373519,76.835337,12.786517,79.975221
5761,12,0,1077,116,306,59,0.0,120,289,55,30.0,36,15,45,397,22.231627645808018,84.86986841751269,22.197295,84.845064
1603,3,0,124,105,19,342,1.0,48,35,313,2098.0,17,28,172,75,13.025282,77.510345,28.296532,77.419993
2867,22,0,1278,125,280,299,0.0,102,16,269,1290.0,29,5,164,714,18.750621,73.87719,12.930429,79.931163
5042,3,0,137,23,388,134,0.0,134,152,121,25.0,34,15,97,74,22.917969,72.413979,23.042185,72.697893
4823,3,0,272,95,66,145,0.0,106,125,130,25.0,34,15,87,758,26.19229040350968,91.75127677536251,28.4272,77.206024
5138,3,0,650,135,272,149,0.0,156,213,134,25.0,34,15,99,806,10.082622,76.349257,9.960616772167535,76.28550773846042
4818,3,0,251,134,282,131,0.0,148,182,118,25.0,34,15,87,477,28.215147,77.212834,28.624814,77.21377
3593,3,0,957,40,164,216,0.0,113,217,197,208.0,36,15,26,679,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
5164,3,0,541,82,1,149,0.0,127,279,134,26.9,34,15,27,764,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
4031,3,0,274,134,251,194,0.0,110,270,177,25.0,34,15,78,710,28.215147,77.212834,28.553908,77.090981
4579,3,0,1547,3,153,107,0.0,106,248,97,51.0,35,15,36,578,26.19229040350968,91.75127677536251,22.952176370977448,88.4571405591546
3832,3,0,100,131,275,204,0.0,117,135,184,601.0,36,15,35,77,25.497687786396394,85.31407605559771,26.759452,84.45927
4472,3,0,1412,113,151,170,0.0,111,216,154,66.0,34,15,95,364,28.658633,77.438643,28.430237,77.859596
365,3,0,1319,87,211,360,1.0,27,98,324,400.0,8,0,118,77,11.154594,76.922532,12.746894,77.806168
3180,3,0,1379,65,182,251,0.0,127,139,228,70.0,34,15,77,77,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
3128,3,0,1189,82,1,286,1.0,127,279,258,26.9,34,15,28,810,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
4177,3,0,237,95,251,104,0.0,106,270,94,25.0,34,15,78,171,26.19229040350968,91.75127677536251,28.553908,77.090981
5287,3,0,129,61,43,116,0.0,135,162,105,280.0,34,15,76,466,19.031831,73.105454,17.353078,73.947738
5261,3,0,73,65,182,137,0.0,127,139,123,70.0,36,15,77,77,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
2179,3,0,296,56,339,330,1.0,29,13,299,2425.0,29,7,159,754,28.373519,76.835337,12.786517,79.975221
3003,3,0,1085,43,200,244,0.0,127,207,220,81.5,36,15,41,77,16.560192249175344,80.79229309159955,20.078219,86.317392
3482,3,0,78,36,297,194,0.0,70,184,175,350.7,34,15,69,876,16.546114,80.454207,17.464871,82.929988
2209,3,0,1073,43,87,326,1.0,106,354,296,196.0,34,15,41,459,26.19229040350968,91.75127677536251,21.946025,86.147194
2177,10,0,571,46,246,331,1.0,44,97,300,215.0,5,25,152,77,12.671093,77.779537,12.683589,77.859239
3150,3,0,903,142,313,258,0.0,106,312,234,371.0,36,15,38,77,26.19229040350968,91.75127677536251,27.136512,94.130907
3122,3,0,112,15,125,128,0.0,123,260,114,632.0,27,15,26,100,21.581377,81.945298,23.998917,85.365551
4981,3,0,1405,113,318,144,0.0,127,298,129,165.0,34,15,166,317,16.560192249175344,80.79229309159955,29.660051,77.724463
2100,3,0,1359,108,316,323,0.0,16,393,295,1145.0,29,5,105,784,12.930429,79.931163,18.674382,74.194453
4278,3,0,253,95,282,144,0.0,106,182,130,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.624814,77.21377
4374,3,0,1036,22,119,173,0.0,129,258,156,148.0,34,15,35,578,19.919943,85.391115,23.250966,85.241196
3814,3,0,1376,65,62,204,0.0,152,262,186,30.0,34,15,178,77,17.462980542108134,78.21925805967179,17.382422,78.304557
2799,3,0,757,125,265,284,0.0,97,42,256,1400.0,32,6,100,945,18.750621,73.87719,28.30904,76.969455
4037,3,0,559,82,70,194,0.0,127,159,177,31.0,34,15,28,77,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
1065,20,0,311,128,147,344,0.0,13,55,313,2455.0,32,7,159,77,12.786517,79.975221,28.635325,76.693244
619,3,0,732,125,115,354,0.0,99,50,321,1175.0,32,6,15,928,18.750621,73.87719,13.202214,80.131693
1922,5,0,373,64,339,332,0.0,36,13,301,1900.0,32,7,116,81,22.961777,72.094219,12.786517,79.975221
2964,11,0,1222,106,334,291,1.0,21,380,262,1199.0,29,2,125,77,12.425747,79.880083,18.750621,73.87719
4962,3,0,242,95,251,107,0.0,106,270,97,25.0,34,15,78,668,26.19229040350968,91.75127677536251,28.553908,77.090981
1613,3,0,265,54,95,335,0.0,18,75,306,2203.0,30,2,159,77,13.087428,80.184717,28.51276,77.07805
3165,3,0,871,20,164,276,1.0,129,217,251,341.0,34,15,35,865,23.67348,86.129379,22.95210237429815,88.45701479607611
1513,3,0,441,101,196,332,0.0,17,379,304,1355.0,29,13,218,289,12.849818,79.913634,21.923708,77.790978
640,3,0,858,140,84,354,1.0,8,104,321,525.0,32,20,106,913,9.973636,78.281783,12.223062,76.690357
2453,11,0,1223,54,334,320,1.0,19,397,288,1199.0,29,16,125,664,13.087428,80.184717,18.750621,73.87719
4419,3,0,815,37,161,179,0.0,76,335,160,360.15,36,15,26,56,18.970774,72.808712,21.606548,73.009534
3075,14,0,696,64,334,284,0.0,35,397,256,700.0,32,7,113,77,22.961777,72.094219,18.750621,73.87719
2770,5,0,350,56,174,311,1.0,29,87,280,1000.0,32,7,115,364,28.373519,76.835337,22.961777,72.094219
1559,3,0,497,125,342,335,0.0,97,50,307,1178.0,32,6,194,77,18.750621,73.87719,27.236458,75.91729
5582,12,0,169,124,388,91,0.0,134,152,83,25.0,36,15,33,764,23.18918,72.552278,23.042185,72.697893
3037,3,0,1003,125,199,286,0.0,0,6,258,1325.0,29,7,196,285,18.750621,73.87719,12.767195,80.064668
5178,3,0,146,23,235,144,0.0,133,246,130,25.0,34,15,92,764,22.917969,72.413979,22.926025,72.484986
3724,3,0,810,61,191,202,0.0,127,116,185,35.0,34,15,165,456,16.560192249175344,80.79229309159955,19.230592,72.866317
5440,12,0,632,82,267,123,0.0,153,186,110,44.6,36,15,26,399,12.992699792116747,77.80384141110859,13.196312912801169,77.70815692568873
2312,3,0,469,56,339,322,0.0,29,13,291,2425.0,29,7,102,77,28.373519,76.835337,12.786517,79.975221
2572,11,0,1223,106,334,305,0.0,21,380,275,1199.0,29,2,125,77,12.425747,79.880083,18.750621,73.87719
3756,3,0,1483,67,160,206,0.0,106,285,187,210.0,34,15,26,126,26.19229040350968,91.75127677536251,23.386802,87.137925
2982,3,0,550,111,1,290,1.0,112,279,263,13.7,34,15,28,77,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
1099,3,0,1329,140,84,344,0.0,8,104,313,525.0,20,22,155,67,9.973636,78.281783,12.223062,76.690357
1061,8,0,1314,128,174,348,0.0,12,87,317,1900.0,29,7,117,77,12.786517,79.975221,22.961777,72.094219
5411,3,0,1194,73,360,111,0.0,157,300,101,90.0,34,15,60,668,13.167655,80.271159,12.829465,80.209822
3152,3,0,903,142,184,262,0.0,106,312,238,371.0,36,15,38,941,26.19229040350968,91.75127677536251,27.278584,94.089991
2529,3,0,1272,54,334,314,0.0,18,380,283,1199.0,29,2,164,790,13.087428,80.184717,18.750621,73.87719
5503,3,0,1186,73,269,111,0.0,157,231,101,13.8,34,15,60,498,13.167655,80.271159,13.10158,80.257223
4925,3,0,1427,32,132,154,0.0,106,175,139,45.0,34,15,95,806,26.19229040350968,91.75127677536251,28.261404,77.033418
5158,3,0,1196,73,302,103,0.0,157,363,92,177.0,34,15,60,764,13.167655,80.271159,11.986938,79.773631
602,3,0,544,140,84,351,0.0,8,104,321,525.0,32,20,126,50,9.973636,78.281783,12.223062,76.690357
3193,3,0,1374,65,368,251,0.0,127,281,228,65.0,34,15,218,77,16.560192249175344,80.79229309159955,17.556417,78.099421
4136,3,0,198,124,123,160,0.0,114,128,144,150.0,34,15,92,77,23.18918,72.552278,24.176119,72.449485
2771,8,0,1313,128,174,307,0.0,12,87,276,1900.0,29,7,117,653,12.786517,79.975221,22.961777,72.094219
5516,12,0,187,124,374,120,0.0,134,177,108,380.0,34,15,33,210,23.18918,72.552278,20.148677,73.158563
1641,5,0,348,56,174,341,1.0,29,87,310,1000.0,29,7,116,790,28.373519,76.835337,22.961777,72.094219
3871,3,0,193,23,123,150,0.0,127,128,134,150.0,34,15,92,790,16.560192249175344,80.79229309159955,24.176119,72.449485
68,3,0,417,56,280,363,1.0,29,16,330,2400.0,30,5,192,983,28.373519,76.835337,12.930429,79.931163
2914,3,0,1086,117,94,295,1.0,120,346,268,30.0,36,15,41,77,22.231627645808018,84.86986841751269,22.258833,84.679293
2788,3,0,279,56,280,306,0.0,29,16,276,2400.0,30,5,159,274,28.373519,76.835337,12.930429,79.931163
663,3,0,1264,140,84,351,0.0,8,104,321,525.0,20,20,155,629,9.973636,78.281783,12.223062,76.690357
5427,3,0,1045,43,122,129,0.0,138,215,116,30.0,34,15,41,668,20.606146,85.981534,20.739741724979798,86.11676944223885
2460,3,0,202,23,324,314,1.0,127,224,285,134.0,34,15,218,763,16.560192249175344,80.79229309159955,22.316674,73.118733
3956,3,0,587,82,70,200,0.0,127,159,183,31.0,34,15,27,77,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
1769,3,0,310,128,147,337,0.0,13,55,306,2455.0,32,7,159,499,12.786517,79.975221,28.635325,76.693244
5348,3,0,849,61,249,127,0.0,135,194,114,370.0,34,15,32,271,19.031831,73.105454,19.916291,75.177885
3508,3,0,456,77,134,227,0.0,149,294,205,25.0,34,15,93,65,28.463698,77.333878,28.413766,77.30103
4775,3,0,1189,82,70,103,0.0,153,159,93,31.0,34,15,28,892,12.992699792116747,77.80384141110859,12.777874729699617,77.64227553734709
5136,3,0,651,135,272,149,0.0,156,213,134,25.0,34,15,99,806,10.082622,76.349257,9.960616772167535,76.28550773846042
3779,3,0,562,111,266,205,0.0,112,280,187,17.0,34,15,28,147,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
1375,3,0,165,64,339,344,0.0,36,13,313,1900.0,32,7,153,70,22.961777,72.094219,12.786517,79.975221
3745,3,0,1196,73,269,211,0.0,127,231,193,26.4,34,15,60,602,16.560192249175344,80.79229309159955,13.10158,80.257223
5417,3,0,561,111,36,102,0.0,154,237,92,31.0,34,15,28,750,13.008064025820861,77.66475541769924,13.199089183304451,77.70855423495904
5800,25,0,1099,116,94,33,0.0,120,249,32,30.0,35,15,26,264,22.231627645808018,84.86986841751269,22.223080894364767,84.66622116237794
1991,3,0,1396,46,277,328,0.0,44,64,297,2600.0,29,25,136,67,12.671093,77.779537,31.045961,76.664373
1506,11,0,1220,125,138,339,0.0,94,18,308,1300.0,29,2,125,722,18.750621,73.87719,13.087428,80.184717
4019,3,0,822,61,262,194,0.0,127,339,177,35.0,34,15,76,77,16.560192249175344,80.79229309159955,18.997859,72.836778
1012,3,0,1332,87,211,350,1.0,27,98,319,400.0,8,0,145,77,11.154594,76.922532,12.746894,77.806168
3831,3,0,943,131,275,204,0.0,117,135,184,601.0,36,15,35,77,25.497687786396394,85.31407605559771,26.759452,84.45927
3783,3,0,44,47,11,204,0.0,127,232,186,47.0,34,15,54,298,16.560192249175344,80.79229309159955,16.449872,80.532732
2204,22,0,1286,81,246,329,1.0,22,97,298,300.0,12,25,142,669,11.936846,79.790448,12.683589,77.859239
1301,3,0,321,4,251,345,0.0,41,66,316,2204.0,9,18,218,77,12.722686,77.676518,28.553908,77.090981
3703,3,0,199,124,123,206,0.0,114,124,187,150.0,34,15,218,377,23.18918,72.552278,24.176119,72.449485
4330,3,0,932,20,322,181,0.0,129,244,163,275.0,34,15,35,364,23.67348,86.129379,24.425289915341807,86.92592012115155
4637,3,0,828,61,249,114,0.0,135,235,103,279.0,34,15,76,187,19.031831,73.105454,19.916291,75.177885
2247,3,0,322,128,174,324,0.0,12,88,293,1900.0,29,7,159,77,12.786517,79.975221,22.961777,72.094219
4584,3,0,1372,65,182,125,0.0,151,364,111,70.0,34,15,218,578,17.46628393767336,78.21574685358303,17.580422,78.207737
5405,3,0,831,61,144,129,0.0,115,189,116,45.7,34,15,26,663,19.02709462686757,73.10997650403301,18.811015,73.088487
4376,3,0,1233,73,302,159,0.0,127,377,143,177.0,34,15,60,578,16.560192249175344,80.79229309159955,11.986938,79.773631
2104,3,0,498,125,199,276,0.0,0,6,249,1330.0,32,7,137,299,18.750621,73.87719,12.767195,80.064668
4512,3,0,1485,130,164,167,0.0,113,217,151,51.0,34,15,37,364,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
2098,22,0,1273,108,334,332,1.0,16,397,301,1200.0,29,5,164,797,12.930429,79.931163,18.750621,73.87719
5718,12,0,1193,73,279,63,0.0,127,377,58,177.0,34,15,60,523,16.560192249175344,80.79229309159955,11.928168,79.818779
5298,3,0,1381,65,182,125,0.0,151,364,111,70.0,34,15,218,895,17.46628393767336,78.21574685358303,17.580422,78.207737
4284,3,0,589,82,36,186,0.0,127,237,169,40.0,34,15,27,77,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
3933,3,0,940,20,256,196,0.0,129,167,178,148.0,34,15,35,77,23.67348,86.129379,23.530626,85.458186
5175,3,0,129,61,381,148,0.0,127,180,133,35.0,34,15,76,764,16.560192249175344,80.79229309159955,19.106367,72.889947
2803,5,0,386,64,339,304,0.0,35,13,274,1900.0,29,7,116,77,22.961777,72.094219,12.786517,79.975221
5780,25,0,561,82,36,50,0.0,127,237,46,40.0,34,15,28,552,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
3103,3,0,575,75,385,279,0.0,12,386,252,1170.0,29,7,161,299,12.767195,80.064668,18.600723,73.766567
354,5,0,337,64,142,356,0.0,35,53,324,900.0,29,7,116,77,22.961777,72.094219,28.373519,76.835337
1773,5,0,360,128,142,333,0.0,12,53,301,2240.0,29,7,116,364,12.786517,79.975221,28.373519,76.835337
1667,3,0,1105,43,61,334,0.0,106,271,306,250.0,36,15,41,146,26.19229040350968,91.75127677536251,20.829132,84.206799
5460,3,0,825,61,376,124,0.0,127,338,110,25.0,34,15,74,553,16.560192249175344,80.79229309159955,18.874262,72.957868
2396,22,0,1279,106,334,318,0.0,21,380,287,1199.0,29,2,164,222,12.425747,79.880083,18.750621,73.87719
2061,3,0,165,128,174,330,0.0,12,88,299,1900.0,32,7,153,77,12.786517,79.975221,22.961777,72.094219
1337,3,0,977,125,115,345,0.0,97,27,317,1204.0,32,6,190,77,18.750621,73.87719,13.202214,80.131693
5285,10,0,591,82,343,143,0.0,127,279,129,24.1,34,15,27,614,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
2978,5,0,366,64,147,278,0.0,33,55,251,1200.0,29,7,116,77,22.961777,72.094219,28.635325,76.693244
4072,3,0,1374,65,182,193,0.0,151,364,176,70.0,34,15,178,299,17.46628393767336,78.21574685358303,17.580422,78.207737
2932,3,0,595,111,1,228,0.0,112,279,206,13.1,34,15,27,467,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
2235,3,0,1547,3,107,271,0.0,106,287,247,221.0,35,15,38,285,26.19229040350968,91.75127677536251,23.081873,87.03741
1739,3,0,409,125,158,334,0.0,97,38,303,1775.0,32,6,132,244,18.750621,73.87719,31.387859,76.762507
1284,3,0,1149,4,242,341,0.0,41,45,312,2201.0,17,18,218,12,12.722686,77.676518,28.722966,77.345364
5550,10,0,538,82,91,99,0.0,153,200,90,107.0,34,15,27,56,12.992699792116747,77.80384141110859,12.73017358940589,77.95620203691567
4709,3,0,252,16,130,159,0.0,127,340,142,456.0,34,15,78,364,16.560192249175344,80.79229309159955,23.162007,79.95844
5533,10,0,543,82,36,105,0.0,153,237,95,40.0,34,15,27,665,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
5268,10,0,543,82,36,139,0.0,153,237,126,40.0,34,15,27,540,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
4522,3,0,1076,22,122,166,0.0,142,215,151,30.0,34,15,41,364,19.919943,85.391115,20.739741724979798,86.11676944223885
5134,3,0,200,23,81,134,0.0,127,129,120,80.0,34,15,92,806,16.560192249175344,80.79229309159955,23.707225,72.342213
4602,3,0,129,61,191,167,0.0,115,116,152,35.0,34,15,76,764,19.02709462686757,73.10997650403301,19.230592,72.866317
1556,3,0,468,125,342,335,0.0,97,50,307,1178.0,32,6,191,943,18.750621,73.87719,27.236458,75.91729
5186,3,0,802,65,182,151,0.0,151,364,136,70.0,34,15,77,55,17.46628393767336,78.21574685358303,17.580422,78.207737
3214,3,0,1376,65,182,249,0.0,127,139,226,70.0,34,15,218,316,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
3923,3,0,1067,22,122,169,0.0,142,215,153,30.0,36,15,41,77,19.919943,85.391115,20.739741724979798,86.11676944223885
2756,10,0,571,46,246,312,1.0,44,97,281,215.0,5,25,152,285,12.671093,77.779537,12.683589,77.859239
4486,3,0,828,61,191,169,0.0,115,116,153,35.0,34,15,76,77,19.02709462686757,73.10997650403301,19.230592,72.866317
4141,3,0,42,47,215,193,0.0,155,255,176,117.0,34,15,54,77,16.5094,80.82117,16.823398,80.074446
2774,3,0,380,128,174,306,0.0,12,88,276,1900.0,32,7,116,77,12.786517,79.975221,22.961777,72.094219
2001,3,0,1374,65,268,267,0.0,119,365,244,49.0,34,15,218,77,17.468016283576617,78.21813291539536,17.389699,78.604405
2172,3,0,1113,128,147,321,0.0,13,55,290,2455.0,32,7,132,77,12.786517,79.975221,28.635325,76.693244
5312,10,0,596,82,8,133,0.0,127,257,120,49.0,34,15,27,917,16.560192249175344,80.79229309159955,13.06890184023571,77.59065573880662
1345,3,0,1365,101,263,344,0.0,17,100,316,706.0,29,13,218,77,12.849818,79.913634,17.5314,78.265
2587,11,0,1223,125,138,309,0.0,94,18,278,1300.0,29,2,125,77,18.750621,73.87719,13.087428,80.184717
1332,3,0,677,125,115,345,0.0,97,27,317,1204.0,32,6,15,77,18.750621,73.87719,13.202214,80.131693
5453,3,0,1256,73,247,111,0.0,157,202,101,240.0,36,15,60,936,13.167655,80.271159,11.681063,79.717552
2808,3,0,747,125,265,304,0.0,97,42,274,1400.0,14,6,191,77,18.750621,73.87719,28.30904,76.969455
2239,11,0,1223,125,280,323,0.0,102,16,292,1290.0,29,5,125,77,18.750621,73.87719,12.930429,79.931163
4719,3,0,1263,73,302,164,0.0,127,377,148,177.0,34,15,60,364,16.560192249175344,80.79229309159955,11.986938,79.773631
3386,3,0,1234,73,360,230,0.0,127,218,207,90.0,34,15,60,77,16.560192249175344,80.79229309159955,12.829465,80.209822
4236,3,0,1378,65,182,185,0.0,127,364,168,70.0,34,15,178,790,16.560192249175344,80.79229309159955,17.580422,78.207737
2407,20,0,311,56,339,322,1.0,29,13,291,2425.0,32,7,159,364,28.373519,76.835337,12.786517,79.975221
2064,0,0,978,56,174,333,1.0,29,87,302,1000.0,29,7,104,137,28.373519,76.835337,22.961777,72.094219
3681,3,0,233,95,6,104,0.0,106,361,94,29.0,36,15,78,33,26.19229040350968,91.75127677536251,28.578231,77.04961
3993,3,0,964,20,119,187,0.0,129,258,169,148.0,36,15,35,52,23.67348,86.129379,23.250966,85.241196
2037,3,0,1512,39,94,322,1.0,121,327,292,427.0,34,15,200,364,23.542833,87.256858,22.258833,84.679293
2409,3,0,316,128,174,324,1.0,12,87,293,1900.0,29,7,159,364,12.786517,79.975221,22.961777,72.094219
4301,3,0,829,61,376,180,0.0,127,166,163,25.0,34,15,76,77,16.560192249175344,80.79229309159955,18.874262,72.957868
4324,3,0,1014,51,172,174,0.0,106,267,158,145.0,33,15,38,364,26.19229040350968,91.75127677536251,26.688955,92.688447
3539,3,0,970,20,119,226,0.0,129,167,203,148.0,34,15,35,77,23.67348,86.129379,23.250966,85.241196
1798,3,0,621,97,246,319,0.0,45,97,292,0.0,20,22,152,24,12.683589,77.859239,12.683589,77.859239
5330,3,0,968,20,256,129,0.0,140,348,116,98.1,34,15,35,806,23.67348,86.129379,23.530626,85.458186
1575,11,0,1226,125,280,343,1.0,102,16,312,1290.0,29,5,125,91,18.750621,73.87719,12.930429,79.931163
2002,3,0,1374,65,182,282,1.0,127,324,255,70.0,34,15,218,77,16.560192249175344,80.79229309159955,17.580422,78.207737
4294,3,0,70,47,11,173,0.0,127,201,157,72.0,34,15,54,285,16.560192249175344,80.79229309159955,16.449872,80.532732
3982,3,0,273,134,224,118,0.0,148,191,107,34.0,34,15,78,661,28.215147,77.212834,28.599399,77.02766
3156,3,0,1135,141,353,244,0.0,127,238,219,374.0,34,15,77,649,16.560192249175344,80.79229309159955,25.178141,73.052334
1907,3,0,328,125,244,297,0.0,97,112,267,2750.0,32,6,191,77,18.750621,73.87719,26.131293,91.749014
3616,3,0,238,95,66,115,0.0,106,125,105,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.4272,77.206024
2013,3,0,860,128,174,330,0.0,12,88,298,1900.0,29,7,196,809,12.786517,79.975221,22.961777,72.094219
4222,3,0,44,47,11,142,0.0,127,201,127,72.0,34,15,54,299,16.560192249175344,80.79229309159955,16.449872,80.532732
4636,3,0,828,61,191,167,0.0,115,116,152,35.0,34,15,76,458,19.02709462686757,73.10997650403301,19.230592,72.866317
3938,3,0,258,95,282,143,0.0,106,182,129,25.0,34,15,78,285,26.19229040350968,91.75127677536251,28.624814,77.21377
4140,3,0,199,23,273,192,0.0,127,292,174,115.0,34,15,92,100,16.560192249175344,80.79229309159955,22.445263,73.146762
393,3,0,267,56,339,357,0.0,29,13,324,2425.0,29,7,159,77,28.373519,76.835337,12.786517,79.975221
4577,3,0,538,82,36,172,0.0,127,237,156,40.0,34,15,27,578,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
3782,3,0,1194,73,360,207,0.0,127,219,189,90.0,34,15,60,299,16.560192249175344,80.79229309159955,12.829465,80.209822
1560,3,0,404,125,342,335,0.0,97,50,307,1178.0,32,6,132,77,18.750621,73.87719,27.236458,75.91729
2766,3,0,296,56,339,307,0.0,29,13,277,2425.0,29,7,159,364,28.373519,76.835337,12.786517,79.975221
3502,3,0,948,9,57,129,0.0,140,253,115,161.0,34,15,35,77,23.675623,86.096278,24.684751,85.991744
5360,3,0,1193,73,302,132,0.0,127,377,118,177.0,34,15,60,328,16.560192249175344,80.79229309159955,11.986938,79.773631
5171,3,0,592,82,1,149,0.0,127,279,134,26.9,34,15,27,764,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
1076,11,0,1224,125,280,341,0.0,102,16,310,1290.0,29,5,125,77,18.750621,73.87719,12.930429,79.931163
5747,10,0,591,82,343,59,0.0,127,279,55,24.7,34,15,27,838,16.560192249175344,80.79229309159955,12.843107191355518,77.5942828776749
2216,3,0,1325,87,211,328,1.0,27,98,297,400.0,8,0,174,77,11.154594,76.922532,12.746894,77.806168
5475,3,0,1234,73,269,111,0.0,157,231,101,13.8,34,15,60,537,13.167655,80.271159,13.10158,80.257223
1432,3,0,163,64,339,343,0.0,36,13,312,1900.0,32,7,153,665,22.961777,72.094219,12.786517,79.975221
4952,3,0,137,23,235,94,0.0,133,246,85,25.0,34,15,33,271,22.917969,72.413979,22.926025,72.484986
3914,3,0,654,135,272,119,0.0,156,213,108,25.0,34,15,47,77,10.082622,76.349257,9.960616772167535,76.28550773846042
3326,3,0,578,111,266,204,0.0,112,280,186,17.0,35,15,26,810,13.007503209603689,77.66509885593489,13.01693928244564,77.76302640284463
4766,3,0,252,95,66,158,0.0,106,125,143,25.0,34,15,78,74,26.19229040350968,91.75127677536251,28.4272,77.206024
4440,3,0,155,124,123,160,0.0,114,128,144,150.0,34,15,92,830,23.18918,72.552278,24.176119,72.449485
4851,3,0,1309,0,93,154,0.0,57,366,137,495.6,19,15,75,89,16.510615,81.75956,17.283273,78.197048
